Grower,Farm,Year,FieldName,FieldName_original,Crop,Variety,Date,SeededAcres,Acres,Weight_lbs,Volume_bu,Yield_buac,Use,Notes
202221 ABERHART FARMS INC,Cantara Capital,2021,Town Half,Town Half,Wheat,HRS - AAC Wheatland VB,2021-08-30,301,260,,12198,46.92,TRUE,
202221 ABERHART FARMS INC,Aberhart Farms,2022,Town Half,Town Half,Canola,LL - Invigor L340PC,2022-10-04,258,253,,11865.7,46.9,TRUE,
202221 ABERHART FARMS INC,Ken and Wayne Adams,2021,Waynes Quarter,Waynes Quarter,Wheat,HRS,2021-09-05,300,162,,12041,74.33,TRUE,
202221 ABERHART FARMS INC,Ken and Wayne Adams,2022,Waynes Quarter,Waynes Quarter,Canola,LL - Invigor L340PC,2022-09-26,150,150,,6645,44.3,TRUE,
202221 ABERHART FARMS INC,Rob Bryer,2021,West of 482,West of 482,Wheat,HRS,2021-09-05,614,324.19,,16021.66,50.28,TRUE,
202221 ABERHART FARMS INC,Rob Bryer,2021,West of 482,West of 482,Wheat,HRS,2021-09-06,614,314,,15273,48.64,TRUE,
202221 ABERHART FARMS INC,Rob Bryer,2022,West of 482,West of 482,Canola,LL - Invigor L356PC,2022-09-25,307,303,,15665.1,51.7,TRUE,
202221 ABERHART FARMS INC,Rob Bryer,2021,West of Kilman Sign,West of Kilman Sign,Wheat,HRS - CDC Landmark VB,2021-09-05,240,240,,10401,43.34,TRUE,
202221 ABERHART FARMS INC,Rob Bryer,2022,West of Kilman Sign,West of Kilman Sign,Canola,LL - Invigor L356PC,2022-09-22,230,221,,11425.7,51.7,TRUE,
202221 ABERHART FARMS INC,Hillwell Farms,2021,West Place,West Place,Canola,LL - InVigor L233P,2021-09-10,150,165.21,,5359.37,32.99,TRUE,
202221 ABERHART FARMS INC,Hillwell Farms,2021,West Place,West Place,Canola,LL - InVigor L233P,2021-09-10,150,152,,6350,41.78,TRUE,
202221 ABERHART FARMS INC,Hillwell Farms,2022,West Place,West Place,Wheat,HRS - AAC Wheatland VB,2022-09-05,154,154,,8947.4,58.1,TRUE,
202231 HILLSBORO FARMS,,2018,F1 S S11,F1 S S11,Spring Wheat,,2018-10-05,,300,746610.791670561,,41.4784149436269,TRUE,
202231 HILLSBORO FARMS,,2018,F10 SW05,F10 SW05,Peas,,2018-09-28,,102,270524.51096,,44.1,TRUE,
202231 HILLSBORO FARMS,,2018,F12 W21,F12 W21,Canola,,2018-10-22,,317,632827.35252,,39.9,TRUE,
202231 HILLSBORO FARMS,,2018,F14 SE31,F14 SE31,Canola,,2018-10-29,,159,208623.1906,,26.2,TRUE,
202231 HILLSBORO FARMS,,2018,F15 NE24,F15 NE24,Spring Wheat,,NA,,155,567224.47518,,61,TRUE,
202231 HILLSBORO FARMS,,2018,F16 NW24,F16 NW24,Peas,,NA,,145,417854.85632,,48,TRUE,
202231 HILLSBORO FARMS,,2018,F17 SE26,F17 SE26,Canola,,2018-10-25,,153,205699.86448,,26.9,TRUE,
202231 HILLSBORO FARMS,,2018,F18 Sec 04,F18 Sec 04,Canola,,2018-10-22,,624,818460.76576,,26.2,TRUE,
202231 HILLSBORO FARMS,,2018,F19a W11,F19a W11,Peas,,2018-10-01,,46,77598.21476,,28.4,TRUE,
202231 HILLSBORO FARMS,,2018,F19b W11,F19b W11,Canola,,2018-10-23,,118,300064.21434,,31.9,TRUE,
202231 HILLSBORO FARMS,,2018,F19d E11,F19d E11,CWRS,,2018-10-01,,310,1175084.5062,,62.1,TRUE,
202231 HILLSBORO FARMS,,2018,F2 N S11,F2 N S11,Spring Wheat,,2018-10-06,,159,776820.741217002,,81.4278474897937,TRUE,
202231 HILLSBORO FARMS,,2018,F21 SE08,F21 SE08,Canola,,2018-10-24,,157,195915.76092,,25,TRUE,
202231 HILLSBORO FARMS,,2018,F22 N13,F22 N13,Spring Wheat,,2018-10-15,,275,1207141.88562,,73.2,TRUE,
202231 HILLSBORO FARMS,,2018,F25 Wieben,F25 Wieben,Spring Wheat,,2018-10-03,,940,3577057.67936,,63.4,TRUE,
202231 HILLSBORO FARMS,,2018,F26 NW24,F26 NW24,Canola,,2018-10-24,,81,86568.81354,,21.4,TRUE,
202231 HILLSBORO FARMS,,2018,F5 NE05,F5 NE05,Canola,,2018-10-27,,121,142292.890777893,,23.5195140495868,TRUE,
202231 HILLSBORO FARMS,,2018,F6a NW31,F6a NW31,Canola,,NA,,248,507904.76484,,41,TRUE,
202231 HILLSBORO FARMS,,2018,F7 N32,F7 N32,Peas,,2018-09-24,,310,1207644.60550902,,65,TRUE,
202231 HILLSBORO FARMS,,2018,F8 N33,F8 N33,CWRS,,2018-10-20,,273,720366.19886,,44,TRUE,
202231 HILLSBORO FARMS,,2018,F9 SE06,F9 SE06,Peas,,2018-10-30,,75,179938.87978,,39.9,TRUE,
202231 HILLSBORO FARMS,,2019,F1 S S11,F1 S S11,Peas,,2019-10-03,,147,399111.17708,,45.1,TRUE,
202231 HILLSBORO FARMS,,2019,F10 SW05,F10 SW05,CWRS,,2019-10-12,,159,460926.51726,,48.3,TRUE,
202231 HILLSBORO FARMS,,2019,F12 W21,F12 W21,Spring Wheat,,2019-10-14,,315,1196132.01334,,63.3,TRUE,
202231 HILLSBORO FARMS,,2019,F14 SE31,F14 SE31,Spring Wheat,,2020-05-12,,134,384368.88314,,47.7,TRUE,
202231 HILLSBORO FARMS,,2019,F14 SE31,F14 SE31,CWRS,,2020-05-13,,22,47097.29706,,35.7,TRUE,
202231 HILLSBORO FARMS,,2019,F15 NE24,F15 NE24,Canola,,NA,,158,312844.39648,,39.6,TRUE,
202231 HILLSBORO FARMS,,2019,F17 SE26,F17 SE26,CWRS,,2019-11-22,,154,522424.39216,,56.5,TRUE,
202231 HILLSBORO FARMS,,2019,F18 Sec 04,F18 Sec 04,Spring Wheat,,NA,,624,2236214.40922,,59.7,TRUE,
202231 HILLSBORO FARMS,,2019,F19a W11,F19a W11,Canola,,2019-10-30,,92,174136.31994,,37.9,TRUE,
202231 HILLSBORO FARMS,,2019,F19b W11,F19b W11,CWRS,,2019-11-07,,NA,NA,,NA,TRUE,
202231 HILLSBORO FARMS,,2019,F19d E11,F19d E11,Canola,,2019-10-30,,310,605371.01504,,39.1,TRUE,
202231 HILLSBORO FARMS,,2019,F2 N S11,F2 N S11,Peas,,2019-10-01,,158,418392.7836,,44.1,TRUE,
202231 HILLSBORO FARMS,,2019,F21 SE08,F21 SE08,Spring Wheat,,2019-11-05,,151,449832.86942,,49.8,TRUE,
202231 HILLSBORO FARMS,,2019,F22 N13,F22 N13,Peas,,2019-09-24,,276,1027597.63282,,62.1,TRUE,
202231 HILLSBORO FARMS,,2019,F25 Wieben,F25 Wieben,Peas,,2019-10-04,,733,1334619.62788,,30.3,TRUE,
202231 HILLSBORO FARMS,,2019,F26 NW24,F26 NW24,CWRS,,2020-05-13,,49,140160.92112,,47.7,TRUE,
202231 HILLSBORO FARMS,,2019,F5 NE05,F5 NE05,CWRS,,2019-11-23,,120,407162.44932,,56.4,TRUE,
202231 HILLSBORO FARMS,,2019,F6a NW31,F6a NW31,Peas,,2019-09-23,,248,562078.8921,,37.8,TRUE,
202231 HILLSBORO FARMS,,2019,F7 N32,F7 N32,Canola,,2019-10-28,,313,584457.98972,,37.3,TRUE,
202231 HILLSBORO FARMS,,2019,F8 N33,F8 N33,Peas,,2020-05-30,,91,71039.47026,,13.1,TRUE,
202231 HILLSBORO FARMS,,2019,F9 SE06,F9 SE06,Canola,,2019-10-31,,155,242755.11744,,31.3,TRUE,
202231 HILLSBORO FARMS,,2020,F12 W21,F12 W21,Peas,,2020-09-30,,173,38946.81692,,3.7,TRUE,
202231 HILLSBORO FARMS,,2020,F14 SE31,F14 SE31,Peas,,2020-09-29,,151,127572.54092,,14.1,TRUE,
202231 HILLSBORO FARMS,,2020,F15 NE24,F15 NE24,Spring Wheat,,NA,,158,309656.51596,,32.7,TRUE,
202231 HILLSBORO FARMS,,2020,F18 Sec 04,F18 Sec 04,Peas,,2020-09-18,,509,193697.9132,,6.3,TRUE,
202231 HILLSBORO FARMS,,2020,F19d E11,F19d E11,Peas,,2020-10-02,,101,151157.56568,,25,TRUE,
202231 HILLSBORO FARMS,,2020,F22 N13,F22 N13,CWRS,,2020-10-28,,41,71612.67146,,29.1,TRUE,
202231 HILLSBORO FARMS,,2020,F22 N13,F22 N13,Spring Wheat,,2020-10-27,,185,397819.26976,,35.8,TRUE,
202231 HILLSBORO FARMS,,2020,F22 N13,F22 N13,Oats,,2020-10-29,,37,26753.0637,,21.5,TRUE,
202231 HILLSBORO FARMS,,2020,F25 Wieben,F25 Wieben,Oats,,2020-10-29,,39,3432.59334,,2.6,FALSE,Something wrong with these fields
202231 HILLSBORO FARMS,,2020,F25a,F25a,Peas,,2020-10-01,,76,11613.93816,,2.6,FALSE,Something wrong with these fields
202231 HILLSBORO FARMS,,2020,F25b,F25b,Peas,,2020-10-01,,297,58609.8227,,3.3,FALSE,Something wrong with these fields
202231 HILLSBORO FARMS,,2020,F6a NW31,F6a NW31,Spring Wheat,,2020-10-03,,250,531763.16248,,35.5,TRUE,
202231 HILLSBORO FARMS,,2020,F7 N32,F7 N32,Spring Wheat,,2020-10-06,,301,527393.60564,,29.2,TRUE,
202231 HILLSBORO FARMS,,2020,F9 SE06,F9 SE06,Oats,,2020-10-28,,84,79959.36278,,28.1,TRUE,
202231 HILLSBORO FARMS,,2021,F1 S S11,F1 S S11,Canola,,2021-09-30,,148,185278.46942,,25,TRUE,
202231 HILLSBORO FARMS,,2021,F10 SW05,F10 SW05,Winter Wheat,,2021-08-13,,158,451814.8228,,47.7,TRUE,
202231 HILLSBORO FARMS,,2021,F12 W21,F12 W21,Peas,,2021-08-25,,317,476910.01226,,25.1,TRUE,
202231 HILLSBORO FARMS,,2021,F13 SW31,F13 SW31,Winter Wheat,,2021-09-03,,117,180068.95236,,25.7,TRUE,
202231 HILLSBORO FARMS,,2021,F14 SE31,F14 SE31,Canola,,2021-10-02,,157,137857.09322,,17.6,TRUE,
202231 HILLSBORO FARMS,,2021,F15 NE24,F15 NE24,Peas,,2021-08-27,,154,262495.28492,,28.4,TRUE,
202231 HILLSBORO FARMS,,2021,F17 SE26,F17 SE26,Peas,,2021-08-19,,153,238242.2603,,26,TRUE,
202231 HILLSBORO FARMS,,2021,F18 Sec 04,F18 Sec 04,CPSR,,2021-08-28,,624,1682735.73974,,44.9,TRUE,
202231 HILLSBORO FARMS,,2021,F19a W11,F19a W11,Peas,,2021-08-17,,92,120852.85916,,21.9,TRUE,
202231 HILLSBORO FARMS,,2021,F19b W11,F19b W11,Peas,,2021-08-17,,187,370332.0676,,33,TRUE,
202231 HILLSBORO FARMS,,2021,F19d E11,F19d E11,Barley,,2021-08-28,,308,924297.9581,,62.5,TRUE,
202231 HILLSBORO FARMS,,2021,F2 N S11,F2 N S11,Canola,,2021-10-01,,159,200686.5586,,25.2,TRUE,
202231 HILLSBORO FARMS,,2021,F21 SE08,F21 SE08,Canola,,2021-10-09,,158,227629.21962,,28.8,TRUE,
202231 HILLSBORO FARMS,,2021,F22 N13,F22 N13,Canola,,2021-10-02,,276,370649.53288,,26.9,TRUE,
202231 HILLSBORO FARMS,,2021,F25 Wieben,F25 Wieben,CPSR,,2021-09-11,,590,1464169.71294,,41.4,TRUE,
202231 HILLSBORO FARMS,,2021,F25 Wieben,F25 Wieben,CWRS,,2021-09-11,,339,933947.57984,,45.9,TRUE,
202231 HILLSBORO FARMS,,2021,F26 NW24,F26 NW24,Canola,,2021-10-04,,80,83343.45448,,20.8,TRUE,
202231 HILLSBORO FARMS,,2021,F3b NW25,F3b NW25,Canola,,2021-10-02,,60,85706.80712,,28.6,TRUE,
202231 HILLSBORO FARMS,,2021,F4c S SW36,F4c S SW36,Canola,,2021-10-02,,26,33746.11834,,26,TRUE,
202231 HILLSBORO FARMS,,2021,F5 NE05,F5 NE05,Peas,,NA,,115,220739.78212,,32,TRUE,
202231 HILLSBORO FARMS,,2021,F6a NW31,F6a NW31,Canola,,2021-09-25,,250,350256.79788,,28,TRUE,
202231 HILLSBORO FARMS,,2021,F6b NE31,F6b NE31,Barley,,NA,,65,50719.48772,,16.3,TRUE,
202231 HILLSBORO FARMS,,2021,F7 N32,F7 N32,Peas,,2021-08-18,,310,539468.30938,,29,TRUE,
202231 HILLSBORO FARMS,,2021,F8 N33,F8 N33,Winter Wheat,,2021-08-24,,271,904478.4243,,55.6,TRUE,
202231 HILLSBORO FARMS,,2021,F9 SE06,F9 SE06,Canola,,2021-10-04,,142,173942.31338,,24.5,TRUE,
202231 HILLSBORO FARMS,,2022,F10 SW05,F10 SW05,Canola,,2022-10-11,,154,134581.0279,,17.5,TRUE,
202231 HILLSBORO FARMS,,2022,F12 W21,F12 W21,Spring Wheat,,2022-09-21,,263,770452.96064,,48.8,TRUE,
202231 HILLSBORO FARMS,,2022,F12 W21,F12 W21,Barley,,2022-09-22,,26,60770.3503,,48.7,TRUE,
202231 HILLSBORO FARMS,,2022,F13 SW31,F13 SW31,Barley,,2022-09-24,,119,144116.0094,,25.2,TRUE,
202231 HILLSBORO FARMS,,2022,F14 SE31,F14 SE31,Spring Wheat,,2022-09-13,,159,457022.13524,,47.9,TRUE,
202231 HILLSBORO FARMS,,2022,F15 NE24,F15 NE24,Spring Wheat,,2022-09-12,,155,357626.84254,,38.4,TRUE,
202231 HILLSBORO FARMS,,2022,F17 SE26,F17 SE26,Barley,,2022-10-04,,14,33812.25694,,50.3,TRUE,
202231 HILLSBORO FARMS,,2022,F18 Sec 04,F18 Sec 04,Canola,,2022-09-22,,625,948334.92996,,30.3,TRUE,
202231 HILLSBORO FARMS,,2022,F19a W11,F19a W11,CWRS,,2022-09-15,,49,176867.84412,,59.8,TRUE,
202231 HILLSBORO FARMS,,2022,F19a W11,F19a W11,Spring Wheat,,2022-09-15,,23,94126.2509,,67,TRUE,
202231 HILLSBORO FARMS,,2022,F19a W11,F19a W11,Winter Wheat,,2022-09-15,,18,96754.15794,,88.1,TRUE,
202231 HILLSBORO FARMS,,2022,F19b W11,F19b W11,Winter Wheat,,2022-09-15,,117,664216.73208,,62.5,TRUE,
202231 HILLSBORO FARMS,,2022,F19b W11,F19b W11,Spring Wheat,,2022-09-15,,8,33990.83116,,68.3,TRUE,
202231 HILLSBORO FARMS,,2022,F19d E11,F19d E11,Peas,,2022-08-31,,271,499445.6379,,30.7,TRUE,
202231 HILLSBORO FARMS,,2022,F2 N S11,F2 N S11,Spring Wheat,,2022-09-16,,94,227532.21634,,40.3,TRUE,
202231 HILLSBORO FARMS,,2022,F2 N S11,F2 N S11,CWRS,,2022-09-16,,18,38774.85656,,35.9,TRUE,
202231 HILLSBORO FARMS,,2022,F21 SE08,F21 SE08,Barley,,2022-10-04,,29,70589.72778,,50.7,TRUE,
202231 HILLSBORO FARMS,,2022,F22 N13,F22 N13,Spring Wheat,,2022-09-21,,42,90565.7896,,35.9,TRUE,
202231 HILLSBORO FARMS,,2022,F22 N13,F22 N13,Barley,,2022-10-04,,50,125010.77248,,52.1,TRUE,
202231 HILLSBORO FARMS,,2022,F3a,F3a,CWRS,,2022-08-29,,245,856783.67522,,58.3,TRUE,
202231 HILLSBORO FARMS,,2022,F4 SE36,F4 SE36,Canola,,2022-09-27,,211,232408.83578,,22,TRUE,
202231 HILLSBORO FARMS,,2022,F4b SW36,F4b SW36,Canola,,2022-09-28,,37,42674.82934,,23.1,TRUE,
202231 HILLSBORO FARMS,,2022,F6a NW31,F6a NW31,Spring Wheat,,2022-09-12,,243,666073.02212,,45.7,TRUE,
202231 HILLSBORO FARMS,,2022,F7 N32,F7 N32,Winter Wheat,,NA,,313,1406269.77788,,74.9,TRUE,
202231 HILLSBORO FARMS,,2022,F9 SE06,F9 SE06,Peas,,2022-09-05,,119,245241.9288,,34.3,TRUE,
202207 JVM VAN STAVEREN,,2022,13 Pak,13 Pak,Canola,L340PC,2022-09-21,,2025,5077239.86,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Beitz,Beitz,Durum,Alloy,2022-08-31,,315,1243405.68,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Betty,Betty,Durum,Alloy,2022-09-10,,1320,4706863.7,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Bolls,Bolls,Durum,Alloy,2022-09-01,,660,2667590.2,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Drivers,Drivers,Canola,,2022-09-26,,160,321874.52,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Elgins,Elgins,Canola,L340PC,2022-09-22,,850,1216950.24,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Eliford East,Eliford East,Lentils,Proclaim,2022-08-19,,965,813504.78,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Fairgrounds,Fairgrounds,Durum,Alloy,2022-09-05,,310,1062626.84,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Eliford West,Eliford West,Lentils,Proclaim,2022-08-19,,625,498244.12,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Foss North,Foss North,Canola,CS4000LL,2022-09-12,,470,859801.8,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Foss Pasture,Foss Pasture,Lentils,Proclaim,2022-08-25,,405,908303.44,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Foss South,Foss South,Lentils,Proclaim,2022-08-24,,871,1521187.8,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Foss West,Foss West,Lentils,Proclaim,2022-08-23,,305,546745.76,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Galls,Galls,Durum,Alloy,2022-09-05,,265,418877.8,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Griffin Half,Griffin Half,Durum,Alloy,2022-08-31,,250,934758.88,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Horner Home,Horner Home,Lentils,Proclaim,2022-08-21,,725,676818.34,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Ivans,Ivans,Lentils,Proclaim,2022-08-14,,1135,1377887.5,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Kathryn,Kathryn,Lentils,Proclaim,2022-08-22,,780,1640237.28,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Louis,Louis,Canola,P501L,2022-09-07,,460,992079,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Orm,Orm,Durum,Alloy,2022-09-10,,847,3474481.12,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Phillips,Phillips,Durum,Alloy,2022-09-10,,1245,4274758.18,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Pollock,Pollock,Durum,Alloy,2022-09-04,,1615,6038454.18,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Section 15 Shellingtons,Section 15 Shellingtons,Canola,CS4000LL,2022-09-08,,1380,3265042.22,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Section 3,Section 3,Durum,Alloy,2022-09-04,,660,2317055.62,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Stewart,Stewart 8 Pack,Canola,L340PC,2022-09-19,,1255,3214335.96,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Tapps,Tapps,Durum,Alloy,2022-09-03,,315,1049399.12,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Tordiff,Tordiff,Lentils,Proclaim,2022-08-22,,595,1117742.34,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Vince Sylvia,Vince Sylvia,Canola,L340PC,2022-09-07,,155,291009.84,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Warren Creelman,Warren Creelman,Canola,L340PC,2022-09-19,,420,950191.22,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Warren Kent,Warren Kent,Lentils,,2022-08-20,,333,372580.78,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Warren Yard,Warren Yard,Canola,L340PC,2022-09-22,,501,1230177.96,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Willems,Willems,Durum,Alloy,2022-09-02,,880,2868210.62,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Winston Sylvia,Winston Sylvia,Canola,L340PC,2022-09-12,,290,562178.1,,,TRUE,
202207 JVM VAN STAVEREN,,2022,Zyla,Zyla,Durum,Alloy,2022-09-02,,625,1995181.1,,,TRUE,
202215 ARM RIVER COLONY,Algin Fair Sidlets,2022,Algin Fair NW,Algin Fair NW,Canola,,,,,565889,11317.8,56.8,TRUE,
202215 ARM RIVER COLONY,Algin Fair Sidlets,2022,Algin Fair Quarter,Algin Fair Quarter,Canola,,,,,363315,7266.3,46,TRUE,
202215 ARM RIVER COLONY,Algin Fair Sidlets,2022,Algin House N 3in1,Algin House N 3in1,Canola,,,,,558528,11170.6,46.5,TRUE,
202215 ARM RIVER COLONY,Algin Fair Sidlets,2022,Algin House SE,Algin House SE,Canola,,,,,796100,15922,51.6,TRUE,
202215 ARM RIVER COLONY,Algin Fair Sidlets,2022,Algin House W,Algin House W,Canola,,,,,606443,12128.9,53.7,TRUE,
202215 ARM RIVER COLONY,Algin Fair Sidlets,2022,Morley Mack,Morley Mack,Canola,,,,,770137,15402.7,51.8,TRUE,
202215 ARM RIVER COLONY,Algin Fair Sidlets,2022,Sidlets Gravel NW,Sidlets Gravel NW,Barley,,,,,1012706,21098,103.7,TRUE,
202215 ARM RIVER COLONY,Algin Fair Sidlets,2022,Sidlets Gravel S,Sidlets Gravel S,Barley,,,,,705973,14707.8,96.7,TRUE,
202215 ARM RIVER COLONY,Algin Fair Sidlets,2022,Sidlets Middle,Sidlets Middle,Barley,,,,,361521,7531.7,90.7,TRUE,
202215 ARM RIVER COLONY,Algin Fair Sidlets,2022,Sidlets N Field,Sidlets N Field,Barley,,,,,344256,7172,101.6,TRUE,
202215 ARM RIVER COLONY,Algin Fair Sidlets,2022,Sidlets NE,Sidlets NE,Barley,,,,,1325754,27619.9,106.5,TRUE,
202215 ARM RIVER COLONY,Bethune,2022,Berry N,Berry N,Peas,,,,,1097030,18283.8,63.7,TRUE,
202215 ARM RIVER COLONY,Bethune,2022,GA House N,GA House N,Peas,,,,,2154588,35909.8,57.2,TRUE,
202215 ARM RIVER COLONY,Bethune,2022,GA House SE,GA House SE,Peas,,,,,1052324,17538.7,55.2,TRUE,
202215 ARM RIVER COLONY,Bethune,2022,GA Section Ian W,GA Section Ian W,Peas,,,,,2423542,40392.4,54,TRUE,
202215 ARM RIVER COLONY,Bethune,2022,Jimmy NW,Jimmy NW,Peas,,,,,1235565,20592.8,63.1,TRUE,
202215 ARM RIVER COLONY,Bethune,2022,Lou Jurdisey,Lou Jurdisey,Peas,,,,,1179956,19665.9,61,TRUE,
202215 ARM RIVER COLONY,Bethune,2022,Mackzine Yard,Mackzine Yard,Barley,,,,,1382572,28803.6,90.1,TRUE,
202215 ARM RIVER COLONY,Bethune,2022,Riche Bethune E,Riche Bethune E,Peas,,,,,563813,9396.9,58.2,TRUE,
202215 ARM RIVER COLONY,Black,2022,Black NE Chicken S,Black NE Chicken SW,Peas,,,,,2042226,34037.1,61.6,TRUE,
202215 ARM RIVER COLONY,Black,2022,Black SE,Black SE,Peas,,,,,399644,6660.7,58.2,TRUE,
202215 ARM RIVER COLONY,Black,2022,Chicken Barns SE,Chicken Barns SE,Peas,,,,,815382,13589.7,61.4,TRUE,
202215 ARM RIVER COLONY,Black,2022,Gophers,Gophers,Peas,,,,,568673,9477.9,60.5,TRUE,
202215 ARM RIVER COLONY,Black,2022,Gophers S Dave Cor,Gophers S Dave Core,Canola,,,,,1314127,26282.5,57,TRUE,
202215 ARM RIVER COLONY,Black,2022,HY 54-1,HY 54-1,Peas,,,,,1029527,17158.8,54.4,TRUE,
202215 ARM RIVER COLONY,Black,2022,Long Field,Long Field,Peas,,,,,1462002,24366.7,60.9,TRUE,
202215 ARM RIVER COLONY,Black,2022,Schandre N Side,Schandre N Side,Canola,,,,,339316,6786.3,52.3,TRUE,
202215 ARM RIVER COLONY,Black,2022,Schandre S Side,Schandre S Side,Canola,,,,,51693,1033.9,49,TRUE,
202215 ARM RIVER COLONY,Black,2022,Tee Slews,Tee Slews,Canola,,,,,1958933,39178.7,52.5,TRUE,
202215 ARM RIVER COLONY,Black,2022,Triangle,Triangle,SpringWheat,,,,,730590,12176.5,58.9,TRUE,
202215 ARM RIVER COLONY,Black,2022,Walter + Black W,Walter + Black W,SpringWheat,,,,,1803880,30064.7,61.6,TRUE,
202215 ARM RIVER COLONY,Craven,2022,Craven N,Craven N,DurumWheat,,,,,2904252,48404.2,60.9,TRUE,
202215 ARM RIVER COLONY,Craven,2022,Craven S N Side,Craven S N Side,SpringWheat,,,,,860816,14346.9,60.2,TRUE,
202215 ARM RIVER COLONY,Craven,2022,Craven S Quarter,Craven S Quarter,SpringWheat,,,,,594967,9916.1,60.8,TRUE,
202215 ARM RIVER COLONY,Craven,2022,Devin Pinkney N Si,Devin Pinkney N Side,SpringWheat,,,,,894839,14914,64.6,TRUE,
202215 ARM RIVER COLONY,Craven,2022,Devin Pinkney S Si,Devin Pinkney S Side,SpringWheat,,,,,1003915,16731.9,43.8,TRUE,
202215 ARM RIVER COLONY,Craven,2022,Grant Yard,Grant Yard,DurumWheat,,,,,1069742,17829,59.6,TRUE,
202215 ARM RIVER COLONY,Craven,2022,Green,Green,DurumWheat,,,,,1065245,17754.1,59.5,TRUE,
202215 ARM RIVER COLONY,Craven,2022,Gtab Quarter,Gtab Quarter,DurumWheat,,,,,489378,8156.3,53,TRUE,
202215 ARM RIVER COLONY,Craven,2022,Swift Quarter,Swift Quarter,DurumWheat,,,,,512334,8538.9,56.1,TRUE,
202215 ARM RIVER COLONY,Craven,2022,Swift West,Swift West,DurumWheat,,,,,882457,14707.6,52.7,TRUE,
202215 ARM RIVER COLONY,Craven,2022,Swift Wolf,Swift Wolf,DurumWheat,,,,,1014390,16906.5,54.1,TRUE,
202215 ARM RIVER COLONY,Craven,2022,Tars,Tars,DurumWheat,,,,,1957442,32624,61,TRUE,
202215 ARM RIVER COLONY,Craven,2022,Wally,Wally,DurumWheat,,,,,1617685,26961.4,58.2,TRUE,
202215 ARM RIVER COLONY,Craven,2022,Yard S Quarter,Yard S Quarter,DurumWheat,,,,,519067,8651.1,62.3,TRUE,
202215 ARM RIVER COLONY,Disley,2022,Disley N Irr,Disley N Irr,Canola,,,,,583356,11667.1,56.9,TRUE,
202215 ARM RIVER COLONY,Disley,2022,Disley W Sec,Disley W Sec,Canola,,,,,1740982,34819.6,58.8,TRUE,
202215 ARM RIVER COLONY,Disley,2022,Hy 11,Hy 11,Canola,,,,,761517,15230.3,51.9,TRUE,
202215 ARM RIVER COLONY,Disley,2022,Little Field,Little Field,Canola,,,,,50209,1004.2,55.2,TRUE,
202215 ARM RIVER COLONY,Disley,2022,Valley Irr,Valley Irr,Canola,,,,,311489,6229.8,51.7,TRUE,
202215 ARM RIVER COLONY,Disley,2022,Valley Pump Site,Valley Pump Site,Canola,,,,,143401,2868,42.7,TRUE,
202215 ARM RIVER COLONY,Disley,2022,Wagner Hay,Wagner Hay,Canola,,,,,340352,6807,43.4,TRUE,
202215 ARM RIVER COLONY,Disley,2022,Wagner Quarter,Wagner Quarter,Canola,,,,,380848,7617,48.8,TRUE,
202215 ARM RIVER COLONY,Home,2022,Buffalo Jump E+W,Buffalo Jump E+W,Canola,,,,,706319,14126.4,56.8,TRUE,
202215 ARM RIVER COLONY,Home,2022,Junk Pile,Junk Pile,Peas,,,,,2153980,35899.7,52.7,TRUE,
202215 ARM RIVER COLONY,Home,2022,Mill E Ranch S,Mill E Ranch S,SpringWheat,,,,,2197723,36628.7,59,TRUE,
202215 ARM RIVER COLONY,Home,2022,Mill S,Mill S,Barley,,,,,36511,760.6,2.9,FALSE,Something wrong here
