Grower,Farm,Year,FieldName,Crop,Variety,Date,SeededAcres,Acres,Weight_lbs,Volume_bu,Yield_buac,FieldName_monitor,Year_monitor,Crop_monitor,Area_ha_monitor,Mass_t_monitor,Yield_tha_monitor,Notes
202221 ABERHART FARMS INC,Aberhart Farms,2022,Home Block,Canola,LL - Invigor L340PC,2022-10-14,335,335,,15812,47.2,Home Block,2022,Canola,122.9606644392,283.009088645278,2.30162296158717,
202221 ABERHART FARMS INC,Hillwell Farms,2021,Joe's,Canola,LL,2021-09-10,162,162,,5711,35.25,Joe's,2021,Canola,66.841302284,114.594245122722,1.71442268787382,
202221 ABERHART FARMS INC,Hillwell Farms,2022,Joe's,Wheat,HRS - AAC Wheatland VB,2022-09-05,160,160,,9168,57.3,Joe's,2022,Spring Wheat,64.28044298197,211.668348845636,3.29288877030619,
202221 ABERHART FARMS INC,Aberhart Farms,2021,Johnson Marchwell,Peas,Green - CDC Striker,2021-08-16,163,165,,5386,32.64,Johnson Marchwell,2021,Other,64.3507508259,126.598627564523,1.96732168529058,
202221 ABERHART FARMS INC,Aberhart Farms,2022,Johnson Marchwell,Canola,LL - Invigor L340PC,2022-10-07,163,165,,8910,54,Johnson Marchwell,2022,Canola,65.77024478725,177.644533621023,2.70098635326138,
202221 ABERHART FARMS INC,Hillwell Farms,2021,Jonnys,Barley,2 Row Malt - AAC Synergy,2021-08-13,150,157.65,,7577.64,48.67,Jonnys,2021,Spring Barley,61.7699637376,163.608599531117,2.64867566097544,
202221 ABERHART FARMS INC,Hillwell Farms,2021,Jonnys,Barley,2 Row Malt - AAC Synergy,2021-08-14,150,153,,7438,48.61,,,,,,,
202221 ABERHART FARMS INC,Hillwell Farms,2022,Jonnys,Canola,LL - Invigor L340PC,NA,153,NA,,NA,NA,,,,,,,
202221 ABERHART FARMS INC,Cantara Capital,2021,Kammameyer Half,Wheat,HRS,2021-09-03,300,309,,14527,47.01,Kammameyer Half,2021,Winter Wheat/Spring Wheat,125.9729788318,412.556265009081,3.27495839849853,
202221 ABERHART FARMS INC,Aberhart Farms,2022,Kammameyer Half,Canola,LL - Invigor L340PC,2022-10-05,300,300,,13680,45.6,Kammameyer Half,2022,Canola,119.50184282647,290.729223252383,2.43284301209107,
202221 ABERHART FARMS INC,Ken and Wayne Adams,2021,Ken home,Peas,Yellow - AAC Chrome Variety,2021-08-15,137,137,,5419,39.55,Ken home,2021,Other,52.8723862124,105.803060447854,2.00110242845518,
202221 ABERHART FARMS INC,Ken and Wayne Adams,2022,Ken home,Canola,LL - Invigor L340PC,2022-09-26,137,137,,5699.2,41.6,Ken home,2022,Canola,53.7645163549,117.535955852376,2.18612504716903,
202221 ABERHART FARMS INC,Rob Bryer,2021,Kilman Sign,Wheat,HRS - CDC Landmark VB,2021-09-05,156,153.76,,6418.35,42.91,Kilman Sign,2021,Spring Wheat,58.0731857622,173.736000066393,2.99167331335692,
202221 ABERHART FARMS INC,Rob Bryer,2021,Kilman Sign,Wheat,HRS - CDC Landmark VB,2021-09-05,156,156,,6067,38.89,,,,,,,
202221 ABERHART FARMS INC,Rob Bryer,2022,Kilman Sign,Canola,LL - Invigor L356PC,2022-09-24,141,141,,6471.9,45.9,Kilman Sign,2022,Canola,59.0292022323,141.25212296416,2.3929193962047,
202221 ABERHART FARMS INC,Rob Bryer,2021,Lake Half,Wheat,HRS - CDC Landmark VB,2021-09-07,260,260,,14213,54.67,Lake Half,2021,Spring Wheat,93.4513569912,371.151900979869,3.97160525999445,
202221 ABERHART FARMS INC,Rob Bryer,2022,Lake Half,Canola,LL - Invigor L356PC,2022-09-25,255,255,,12699,49.8,Lake Half,2022,Canola,102.47507312104,251.99908421233,2.45912568332279,
202221 ABERHART FARMS INC,Rob Bryer,2021,Mac Home,Canola,LL - InVigor L255PC,2021-09-22,125,125,,5096,40.77,Mac Home,2021,Canola,53.5059363558,92.7951300280338,1.73429597439378,
202221 ABERHART FARMS INC,Rob Bryer,2022,Mac Home,Wheat,HRS - AAC Starbuck VB,2022-09-30,128,128,,8921.6,69.7,Mac Home,2022,Winter Wheat,48.2166922348,200.204090861753,4.15217389626859,
202221 ABERHART FARMS INC,Rob Bryer,2021,Mac L Field,Canola,LL - InVigor L255PC,2021-09-22,553,553,,22079,39.93,Mac L Field,2021,Canola,230.1893128112,372.102141693074,1.61650485484645,
202221 ABERHART FARMS INC,Rob Bryer,2022,Mac L Field,Wheat,HRS - AAC Wheatland VB,2022-09-18,546,546,,40567.8,74.3,Mac L Field,2022,Winter Wheat/Spring Wheat,217.22263699985,934.505703427639,4.3020640773654,
202221 ABERHART FARMS INC,Cantara Capital,2021,Mitschke Section,Wheat,HRS - CDC Landmark VB,2021-08-31,641,641,,27800,43.37,Mitchke Section,2021,Spring Wheat,250.2340080512,832.147075953578,3.32547555160174,
202221 ABERHART FARMS INC,Aberhart Farms,2022,Mitschke Section,Canola,LL - Invigor L340PC,2022-10-07,624,620,,28892,46.6,Mitchke Section,2022,Canola,249.01343742079,612.043142418717,2.45787194762694,
202221 ABERHART FARMS INC,Ken and Wayne Adams,2021,Nerbas Quarter,Peas,Yellow - AAC Carver,2021-08-05,154,154,,3542,23,Nerbas Quarter,2021,Other,55.1600024948,61.8653274871068,1.12156136129506,
202221 ABERHART FARMS INC,Ken and Wayne Adams,2022,Nerbas Quarter,Canola,LL - Invigor L340PC,2022-09-26,152,152,,6338.4,41.7,Nerbas Quarter,2022,Canola,59.18165053198,134.121011998241,2.26626007880206,
202221 ABERHART FARMS INC,Ken and Wayne Adams,2021,Orchard Quarter,Wheat,HRS - CDC Landmark VB,2021-09-04,161,140,,4041,28.86,Orchard Quarter,2021,Spring Wheat,45.3300360778,152.051210592822,3.35431479321693,
202221 ABERHART FARMS INC,Ken and Wayne Adams,2022,Orchard Quarter,Canola,LL - Invigor L340PC,2022-09-27,137,137,,6260.9,45.7,Orchard Quarter,2022,Canola,54.53271384131,130.007792833896,2.38403306338683,
202221 ABERHART FARMS INC,Ken and Wayne Adams,2021,Philips Quarter,Peas,Yellow - AAC Carver,2021-08-02,158,158,,5167,32.7,Philips Quarter,2021,Other,49.5193494432,66.3088413622152,1.33904912135958,
202221 ABERHART FARMS INC,Ken and Wayne Adams,2022,Philips Quarter,Canola,LL - Invigor L340PC,2022-09-26,152,152,,7797.6,51.3,Philips Quarter,2022,Canola,61.9946943966,166.106608670646,2.6793681344408,
202221 ABERHART FARMS INC,Aberhart Farms,2021,Railway Field,Canola,LL - InVigor L255PC,2021-09-16,65,65,,1725,26.54,Railway Field,2021,Canola,26.8683912473,30.3202583504487,1.12847315908784,
202221 ABERHART FARMS INC,Aberhart Farms,2022,Railway Field,Oats,Milling - CS Camden,2022-09-29,65,65,,7644,117.6,Railway Field,2022,Spring Oats,22.479169972,97.5749786554245,4.34068423242334,
202221 ABERHART FARMS INC,Aberhart Farms,2022,Railway Breaking,Canola,LL - Invigor L340PC,2022-10-14,41,41,,1562.1,38.1,Railway Breaking,2022,Canola,14.6186384948,30.0093247119877,2.05281255998377,
202221 ABERHART FARMS INC,Halwas Farms,2021,Ron Home,Canola,LL - InVigor L255PC,2021-09-18,145,142,,6299,44.36,Ron Home,2021,Canola,58.9230732595,117.599734731551,1.9958180764543,
202221 ABERHART FARMS INC,Halwas Farms,2022,Ron Home,Barley,2 Row Malt - AAC Synergy,2022-09-02,135,135,,14350.5,106.3,Ron Home,2022,Spring Barley,55.034954013,293.232432803549,5.32811261610727,
202221 ABERHART FARMS INC,Halwas Farms,2021,Ron North Half,Canola,LL - InVigor L233P,2021-09-18,221,221,,10591,47.92,Ron North Half,2021,Canola,92.3706216028,207.161037720207,2.24271563973028,
202221 ABERHART FARMS INC,Halwas Farms,2022,Ron North Half,Barley,2 Row Malt - AAC Synergy,2022-09-01,213,213,,21534.3,101.1,Ron North Half,2022,Spring Barley,85.19879500285,427.18019873937,5.01392301059047,
202221 ABERHART FARMS INC,Rob Bryer,2021,Russin L Field,Canola,LL,2021-09-22,465,465,,16196,34.83,Russin L Field,2021,Canola,197.6275881,296.196167129445,1.49875920653127,
202221 ABERHART FARMS INC,Rob Bryer,2022,Russin L Field,Wheat,HRS - AAC Wheatland VB,2022-09-08,465,465,,35572.5,76.5,Russin L Field,2022,Winter Wheat,187.16768076265,894.338845849391,4.77827604747379,
202221 ABERHART FARMS INC,Rob Bryer,2021,Russin South Half,Canola,LL - InVigor L255PC,2021-09-20,304,304,,11271,37.08,Russin South Half,2021,Canola,126.005517719,197.502268359613,1.56740968121773,
202221 ABERHART FARMS INC,Rob Bryer,2022,Russin South Half,Wheat,HRS - AAC Wheatland VB,2022-09-07,282,282,,23462.4,83.2,Russin South Half,2022,Spring Oats/Winter Wheat/Spring Wheat,116.84422248829,555.771831357818,4.7565195738584,
202221 ABERHART FARMS INC,Cantara Capital,2021,Town Half,Wheat,HRS - AAC Wheatland VB,2021-08-30,301,260,,12198,46.92,Town Half,2021,Spring Wheat,102.564649133,365.326350835047,3.56191293904114,
202221 ABERHART FARMS INC,Aberhart Farms,2022,Town Half,Canola,LL - Invigor L340PC,2022-10-04,258,253,,11865.7,46.9,Town Half,2022,Canola,98.6123330697,244.280242658624,2.47717739814517,
202221 ABERHART FARMS INC,Ken and Wayne Adams,2021,Waynes Quarter,Wheat,HRS,2021-09-05,300,162,,12041,74.33,Waynes Quarter,2021,Spring Wheat,46.1718948548,184.381231235323,3.99336505064735,
202221 ABERHART FARMS INC,Ken and Wayne Adams,2022,Waynes Quarter,Canola,LL - Invigor L340PC,2022-09-26,150,150,,6645,44.3,Waynes Quarter,2022,Canola,61.1180719005,136.58590219693,2.2347874851041,
202221 ABERHART FARMS INC,Rob Bryer,2021,West of 482,Wheat,HRS,2021-09-05,614,324.19,,16021.66,50.28,West of 482,2021,Spring Wheat,125.2868177375,433.68279464918,3.46151975507773,
202221 ABERHART FARMS INC,Rob Bryer,2021,West of 482,Wheat,HRS,2021-09-06,614,314,,15273,48.64,,,,,,,
202221 ABERHART FARMS INC,Rob Bryer,2022,West of 482,Canola,LL - Invigor L356PC,2022-09-25,307,303,,15665.1,51.7,West of 482,2022,Canola,122.6877955905,325.332450620143,2.65170996882215,
202221 ABERHART FARMS INC,Rob Bryer,2021,West of Kilman Sign,Wheat,HRS - CDC Landmark VB,2021-09-05,240,240,,10401,43.34,West of Kilman Sign,2021,Spring Wheat,96.305758024,309.976936051572,3.21867500356857,
202221 ABERHART FARMS INC,Rob Bryer,2022,West of Kilman Sign,Canola,LL - Invigor L356PC,2022-09-22,230,221,,11425.7,51.7,West of Kilman Sign,2022,Canola,88.8034129412,251.101868143457,2.8276150637332,
202221 ABERHART FARMS INC,Hillwell Farms,2021,West Place,Canola,LL - InVigor L233P,2021-09-10,150,165.21,,5359.37,32.99,West Place,2021,Canola,63.6569274758,121.355304496654,1.90639588350834,
202221 ABERHART FARMS INC,Hillwell Farms,2021,West Place,Canola,LL - InVigor L233P,2021-09-10,150,152,,6350,41.78,,,,,,,
202221 ABERHART FARMS INC,Hillwell Farms,2022,West Place ,Wheat,HRS - AAC Wheatland VB,2022-09-05,154,154,,8947.4,58.1,West Place,2022,Spring Wheat,60.4024706081,215.737955230072,3.57167435467684,
202231 HILLSBORO FARMS,,2018,F1 S S11,Spring Wheat,,2018-10-05,,300,746610.791670561,,41.4784149436269,F1 S S11,2018,Wheat - Sft Rd Wtr,60.663583387,381.156256555078,6.28311476629253,
202231 HILLSBORO FARMS,,2018,F10 SW05,Peas,,2018-09-28,,102,270524.51096,,44.1,F10 SW05,2018,Other,24.366718547,74.4652139768784,3.05602142665396,
202231 HILLSBORO FARMS,,2018,F12 W21,Canola,,2018-10-22,,317,632827.35252,,39.9,F12 W21,2018,Canola,127.9958033426,301.62937547814,2.35655675890235,
202231 HILLSBORO FARMS,,2018,F14 SE31,Canola,,2018-10-29,,159,208623.1906,,26.2,F14 SE31,2018,Canola,33.9647665216,68.720405721595,2.02328509097485,
202231 HILLSBORO FARMS,,2018,F15 NE24,Spring Wheat,,NA,,155,567224.47518,,61,F15 NE24,2018,Wheat - Sft Rd Wtr,62.3376006182,288.787495493473,4.63263732690345,
202231 HILLSBORO FARMS,,2018,F16 NW24,Peas,,NA,,145,417854.85632,,48,F16 NW24,2018,Other,57.214482426,188.059921984136,3.28692865879489,
202231 HILLSBORO FARMS,,2018,F17 SE26,Canola,,2018-10-25,,153,205699.86448,,26.9,F17 SE26,2018,Canola,60.474390411,95.1387194284068,1.57320675383115,
202231 HILLSBORO FARMS,,2018,F18 Sec 04,Canola,,2018-10-22,,624,818460.76576,,26.2,F18 Sec 04,2018,Canola,168.2952041536,282.759444510486,1.68013964469491,
202231 HILLSBORO FARMS,,2018,F19a W11,Peas,,2018-10-01,,46,77598.21476,,28.4,F19a W11,2018,Other,16.1134592144,32.4642655010674,2.01472974046785,
202231 HILLSBORO FARMS,,2018,F19b W11,Canola,,2018-10-23,,118,300064.21434,,31.9,F19b W11,2018,Canola,75.1993474102,139.633023637722,1.85683823658797,
202231 HILLSBORO FARMS,,2018,F19d E11,CWRS,,2018-10-01,,310,1175084.5062,,62.1,F19d E11,2018,Wheat - Sft Rd Wtr/Other,123.5654705736,623.500366316926,5.04591099295452,
202231 HILLSBORO FARMS,,2018,F2 N S11,Spring Wheat,,2018-10-06,,159,776820.741217002,,81.4278474897937,F2 N S11,2018,Wheat - Sft Rd Wtr,63.9073608282,401.043358811053,6.27538602148138,
202231 HILLSBORO FARMS,,2018,F21 SE08,Canola,,2018-10-24,,157,195915.76092,,25,F21 SE08,2018,Canola,29.080685632,56.5348628728376,1.94406911818569,
202231 HILLSBORO FARMS,,2018,F22 N13,Spring Wheat,,2018-10-15,,275,1207141.88562,,73.2,F22 N13,2018,Wheat - Sft Rd Wtr,110.5612369544,608.779299898821,5.50626346691388,
202231 HILLSBORO FARMS,,2018,F25 Wieben,Spring Wheat,,2018-10-03,,940,3577057.67936,,63.4,F25 Wieben,2018,Wheat - Sft Rd Wtr,373.9696195974,1785.08774395992,4.77334962631903,
202231 HILLSBORO FARMS,,2018,F26 NW24,Canola,,2018-10-24,,81,86568.81354,,21.4,F26 NW24,2018,Canola,19.077952405,21.7294931602338,1.13898455656797,
202231 HILLSBORO FARMS,,2018,F5 NE05,Canola,,2018-10-27,,121,142292.890777893,,23.5195140495868,F5 NE05,2018,Canola,16.7401698962,26.7613833047114,1.59863271822505,
202231 HILLSBORO FARMS,,2018,F6a NW31,Canola,,NA,,248,507904.76484,,41,F6a NW31,2018,Canola,100.1685912058,289.439386738355,2.88952238674987,
202231 HILLSBORO FARMS,,2018,F7 N32,Peas,,2018-09-24,,310,1207644.60550902,,65,F7 N32,2018,Other,121.4442577522,553.705375383722,4.55933763878343,
202231 HILLSBORO FARMS,,2018,F8 N33,CWRS,,2018-10-20,,273,720366.19886,,44,F8 N33,2018,Spring Wheat,53.7851298078,186.681252814087,3.47087110287153,
202231 HILLSBORO FARMS,,2018,F9 SE06,Peas,,2018-10-30,,75,179938.87978,,39.9,F9 SE06,2018,Other,19.8594163624,54.815359432431,2.76016970650826,
202231 HILLSBORO FARMS,,2019,F1 S S11,Peas,,2019-10-03,,147,399111.17708,,45.1,F1 S S11,2019,Other,56.1014283516,124.354024993438,2.21659285061485,
202231 HILLSBORO FARMS,,2019,F10 SW05,CWRS,,2019-10-12,,159,460926.51726,,48.3,F10 SW05,2019,Spring Wheat,39.9023111914,179.88793834495,4.50820849654745,
202231 HILLSBORO FARMS,,2019,F12 W21,Spring Wheat,,2019-10-14,,315,1196132.01334,,63.3,F12 W21,2019,Wheat - Sft Rd Wtr,29.944565485,159.523782868658,5.32730331146623,
202231 HILLSBORO FARMS,,2019,F14 SE31,Spring Wheat,,2020-05-12,,134,384368.88314,,47.7,,,,,,,
202231 HILLSBORO FARMS,,2019,F14 SE31,CWRS,,2020-05-13,,22,47097.29706,,35.7,,,,,,,
202231 HILLSBORO FARMS,,2019,F15 NE24,Canola,,NA,,158,312844.39648,,39.6,F15 NE24,2019,Canola,62.170516756,221.519189932094,3.56309069782206,
202231 HILLSBORO FARMS,,2019,F17 SE26,CWRS,,2019-11-22,,154,522424.39216,,56.5,F17 SE26,2019,Wheat - Sft Rd Wtr/Spring Wheat/Other,38.3147770348,203.375298605288,5.30801206074015,
202231 HILLSBORO FARMS,,2019,F18 Sec 04,Spring Wheat,,NA,,624,2236214.40922,,59.7,F18 Sec 04,2019,Wheat - Sft Rd Wtr,171.4463718238,863.48370416104,5.03646530967984,
202231 HILLSBORO FARMS,,2019,F19a W11,Canola,,2019-10-30,,92,174136.31994,,37.9,F19a W11,2019,Canola,37.1000746244,124.236038151996,3.34867353798496,
202231 HILLSBORO FARMS,,2019,F19b W11,CWRS,,2019-11-07,,NA,NA,,NA,F19b W11,2019,Wheat - Sft Rd Wtr/Spring Wheat,28.6383937646,119.687368238204,4.17926260886007,
202231 HILLSBORO FARMS,,2019,F19d E11,Canola,,2019-10-30,,310,605371.01504,,39.1,F19d E11,2019,Canola,124.165035659,372.737838926164,3.00195491386021,
202231 HILLSBORO FARMS,,2019,F2 N S11,Peas,,2019-10-01,,158,418392.7836,,44.1,F2 N S11,2019,Other,56.1690941968,145.955412066452,2.59850037024039,
202231 HILLSBORO FARMS,,2019,F21 SE08,Spring Wheat,,2019-11-05,,151,449832.86942,,49.8,F21 SE08,2019,Wheat - Sft Rd Wtr,1.993099132,12.032249507436,6.03695486805119,
202231 HILLSBORO FARMS,,2019,F22 N13,Peas,,2019-09-24,,276,1027597.63282,,62.1,F22 N13,2019,Other,107.2181023432,302.662476927659,2.82286731730106,
202231 HILLSBORO FARMS,,2019,F25 Wieben,Peas,,2019-10-04,,733,1334619.62788,,30.3,F25 Wieben,2019,Other,40.0496303788,118.977354887845,2.97074788862034,
202231 HILLSBORO FARMS,,2019,F26 NW24,CWRS,,2020-05-13,,49,140160.92112,,47.7,,,,,,,
202231 HILLSBORO FARMS,,2019,F5 NE05,CWRS,,2019-11-23,,120,407162.44932,,56.4,F5 NE05,2019,Wheat - Sft Rd Wtr,44.9867593742,195.2705410566,4.34062252478198,
202231 HILLSBORO FARMS,,2019,F6a NW31,Peas,,2019-09-23,,248,562078.8921,,37.8,F6a NW31,2019,Other,95.7837311516,185.573853583062,1.93742560821052,
202231 HILLSBORO FARMS,,2019,F7 N32,Canola,,2019-10-28,,313,584457.98972,,37.3,F7 N32,2019,Canola,122.0967502728,398.111928881859,3.26062674061644,
202231 HILLSBORO FARMS,,2019,F8 N33,Peas,,2020-05-30,,91,71039.47026,,13.1,,,,,,,
202231 HILLSBORO FARMS,,2019,F9 SE06,Canola,,2019-10-31,,155,242755.11744,,31.3,F9 SE06,2019,Canola,61.5656178232,173.09805030272,2.81160258636259,
202231 HILLSBORO FARMS,,2020,F12 W21,Peas,,2020-09-30,,173,38946.81692,,3.7,F12 W21,2020,Other,24.9595154516,16.6505733896224,0.667103230505824,
202231 HILLSBORO FARMS,,2020,F14 SE31,Peas,,2020-09-29,,151,127572.54092,,14.1,F14 SE31,2020,Other,42.8034137228,56.5713057548028,1.32165406528473,
202231 HILLSBORO FARMS,,2020,F15 NE24,Spring Wheat,,NA,,158,309656.51596,,32.7,F15 NE24,2020,Wheat - Sft Rd Wtr,52.714971435,182.056621505197,3.45360372109243,
202231 HILLSBORO FARMS,,2020,F18 Sec 04,Peas,,2020-09-18,,509,193697.9132,,6.3,F18 Sec 04,2020,Other,106.6129693786,79.3624891472538,0.744398074735398,
202231 HILLSBORO FARMS,,2020,F19d E11,Peas,,2020-10-02,,101,151157.56568,,25,F19d E11,2020,Other,34.9117049968,69.8991773123546,2.00217025547052,
202231 HILLSBORO FARMS,,2020,F22 N13,CWRS,,2020-10-28,,41,71612.67146,,29.1,F22 N13,2020,Wheat - Sft Rd Wtr/Spring Oats,92.0335137764,264.827568970267,2.8775123115877,
202231 HILLSBORO FARMS,,2020,F22 N13,Spring Wheat,,2020-10-27,,185,397819.26976,,35.8,,,,,,,
202231 HILLSBORO FARMS,,2020,F22 N13,Oats,,2020-10-29,,37,26753.0637,,21.5,,,,,,,
202231 HILLSBORO FARMS,,2020,F25 Wieben,Oats,,2020-10-29,,39,3432.59334,,2.6,F25 Wieben,2020,Spring Oats/Other,60.0863925116,42.1761357479932,0.701924911532189,
202231 HILLSBORO FARMS,,2020,F25a,Peas,,2020-10-01,,76,11613.93816,,2.6,,,,,,,
202231 HILLSBORO FARMS,,2020,F25b,Peas,,2020-10-01,,297,58609.8227,,3.3,,,,,,,
202231 HILLSBORO FARMS,,2020,F6a NW31,Spring Wheat,,2020-10-03,,250,531763.16248,,35.5,F6a NW31,2020,Wheat - Sft Rd Wtr,82.3432823802,282.520713106175,3.43101106659441,
202231 HILLSBORO FARMS,,2020,F7 N32,Spring Wheat,,2020-10-06,,301,527393.60564,,29.2,F7 N32,2020,Wheat - Sft Rd Wtr,96.4777803218,282.331597278073,2.92638985200904,
202231 HILLSBORO FARMS,,2020,F9 SE06,Oats,,2020-10-28,,84,79959.36278,,28.1,F9 SE06,2020,Spring Oats,20.3607889436,43.9939082421376,2.16071726709618,
202231 HILLSBORO FARMS,,2021,F1 S S11,Canola,,2021-09-30,,148,185278.46942,,25,F1 S S11,2021,Canola,59.4195295406,101.759706781615,1.71256331997857,
202231 HILLSBORO FARMS,,2021,F10 SW05,Winter Wheat,,2021-08-13,,158,451814.8228,,47.7,F10 SW05,2021,Winter Wheat,61.6705406498,210.736540642415,3.41713463871016,
202231 HILLSBORO FARMS,,2021,F12 W21,Peas,,2021-08-25,,317,476910.01226,,25.1,F12 W21,2021,Other,123.4295200134,183.369605859242,1.48562196336285,
202231 HILLSBORO FARMS,,2021,F13 SW31,Winter Wheat,,2021-09-03,,117,180068.95236,,25.7,F13 SW31,2021,Winter Wheat/Wheat - Sft Rd Wtr,46.666045879,87.6383862216838,1.87799040117778,
202231 HILLSBORO FARMS,,2021,F14 SE31,Canola,,2021-10-02,,157,137857.09322,,17.6,F14 SE31,2021,Canola,62.8222007904,81.3743438845794,1.29531189389682,
202231 HILLSBORO FARMS,,2021,F15 NE24,Peas,,2021-08-27,,154,262495.28492,,28.4,F15 NE24,2021,Other,58.9884232472,99.696800786903,1.69010791098973,
202231 HILLSBORO FARMS,,2021,F17 SE26,Peas,,2021-08-19,,153,238242.2603,,26,F17 SE26,2021,Other,59.6542614626,93.0239059316718,1.55938408507484,
202231 HILLSBORO FARMS,,2021,F18 Sec 04,CPSR,,2021-08-28,,624,1682735.73974,,44.9,F18 Sec 04,2021,Wheat - Sft Rd Wtr,244.7575886946,827.760879415195,3.38196206225927,
202231 HILLSBORO FARMS,,2021,F19a W11,Peas,,2021-08-17,,92,120852.85916,,21.9,F19a W11,2021,Other,36.153443431,46.1975777736886,1.27781957649091,
202231 HILLSBORO FARMS,,2021,F19b W11,Peas,,2021-08-17,,187,370332.0676,,33,F19b W11,2021,Other,73.5490653006,133.579872658651,1.81620081931295,
202231 HILLSBORO FARMS,,2021,F19d E11,Barley,,2021-08-28,,308,924297.9581,,62.5,F19d E11,2021,Spring Barley,3.803489668,14.08607837345,3.70346171621308,
202231 HILLSBORO FARMS,,2021,F2 N S11,Canola,,2021-10-01,,159,200686.5586,,25.2,F2 N S11,2021,Canola,64.1050382466,106.516989289084,1.66160090068636,
202231 HILLSBORO FARMS,,2021,F21 SE08,Canola,,2021-10-09,,158,227629.21962,,28.8,F21 SE08,2021,Canola,62.8754723352,122.924520402015,1.95504726782302,
202231 HILLSBORO FARMS,,2021,F22 N13,Canola,,2021-10-02,,276,370649.53288,,26.9,F22 N13,2021,Canola,110.951530297,189.989545561109,1.7123652558242,
202231 HILLSBORO FARMS,,2021,F25 Wieben,CPSR,,2021-09-11,,590,1464169.71294,,41.4,F25 Wieben,2021,Spring Wheat/Wheat - Sft Rd Wtr,365.1886946012,1193.3754353893,3.26783236456021,
202231 HILLSBORO FARMS,,2021,F25 Wieben,CWRS,,2021-09-11,,339,933947.57984,,45.9,,,,,,,
202231 HILLSBORO FARMS,,2021,F26 NW24,Canola,,2021-10-04,,80,83343.45448,,20.8,F26 NW24,2021,Canola,32.0894944742,46.5361012416594,1.45019739338912,
202231 HILLSBORO FARMS,,2021,F3b NW25,Canola,,2021-10-02,,60,85706.80712,,28.6,F3b NW25,2021,Canola,24.2148364316,45.075575240924,1.86148584436032,
202231 HILLSBORO FARMS,,2021,F4c S SW36,Canola,,2021-10-02,,26,33746.11834,,26,F4c S SW36,2021,Canola/Wheat - Sft Rd Wtr,8.811461962,16.1411798282226,1.83183901806902,
202231 HILLSBORO FARMS,,2021,F5 NE05,Peas,,NA,,115,220739.78212,,32,F5 NE05,2021,Other,45.49572099,85.7123878394856,1.88396591974716,
202231 HILLSBORO FARMS,,2021,F6a NW31,Canola,,2021-09-25,,250,350256.79788,,28,F6a NW31,2021,Canola/Wheat - Sft Rd Wtr,99.4171524054,185.77973272881,1.86868893580097,
202231 HILLSBORO FARMS,,2021,F6b NE31,Barley,,NA,,65,50719.48772,,16.3,F6b NE31,2021,Spring Barley,13.4188795462,11.4673861005698,0.854571058715343,
202231 HILLSBORO FARMS,,2021,F7 N32,Peas,,2021-08-18,,310,539468.30938,,29,F7 N32,2021,Winter Wheat/Other,120.7250755894,212.330628045718,1.75879474093584,
202231 HILLSBORO FARMS,,2021,F8 N33,Winter Wheat,,2021-08-24,,271,904478.4243,,55.6,F8 N33,2021,Winter Wheat/Wheat - Sft Rd Wtr,104.7591492402,436.057008898577,4.16247184194625,
202231 HILLSBORO FARMS,,2021,F9 SE06,Canola,,2021-10-04,,142,173942.31338,,24.5,F9 SE06,2021,Canola,56.5661860412,96.5551111322674,1.70694045134918,
202231 HILLSBORO FARMS,,2022,F10 SW05,Canola,,2022-10-11,,154,134581.0279,,17.5,F10 SW05,2022,Canola,29.910431342,37.527898776116,1.25467594723115,
202231 HILLSBORO FARMS,,2022,F12 W21,Spring Wheat,,2022-09-21,,263,770452.96064,,48.8,F12 W21,2022,Spring Barley/Wheat - Sft Rd Wtr,111.130726314,405.365760904823,3.64764790396007,
202231 HILLSBORO FARMS,,2022,F12 W21,Barley,,2022-09-22,,26,60770.3503,,48.7,,,,,,,
202231 HILLSBORO FARMS,,2022,F13 SW31,Barley,,2022-09-24,,119,144116.0094,,25.2,F13 SW31,2022,Spring Barley/Canola,32.269943965,44.2655238445012,1.37172608333351,
202231 HILLSBORO FARMS,,2022,F14 SE31,Spring Wheat,,2022-09-13,,159,457022.13524,,47.9,F14 SE31,2022,Wheat - Sft Rd Wtr,60.749125306,213.677492990037,3.5173756315621,
202231 HILLSBORO FARMS,,2022,F15 NE24,Spring Wheat,,2022-09-12,,155,357626.84254,,38.4,F15 NE24,2022,Wheat - Sft Rd Wtr,56.4782784466,176.862713400249,3.13151743050157,
202231 HILLSBORO FARMS,,2022,F17 SE26,Barley,,2022-10-04,,14,33812.25694,,50.3,F17 SE26,2022,Spring Barley,6.1530563418,14.8585681198538,2.41482724916949,
202231 HILLSBORO FARMS,,2022,F18 Sec 04,Canola,,2022-09-22,,625,948334.92996,,30.3,F18 Sec 04,2022,Canola,248.8466646362,472.582694339385,1.89909193691736,
202231 HILLSBORO FARMS,,2022,F19a W11,CWRS,,2022-09-15,,49,176867.84412,,59.8,F19a W11,2022,Wheat - Sft Rd Wtr/Winter Wheat,35.7048992452,173.318383393693,4.85419051888217,
202231 HILLSBORO FARMS,,2022,F19a W11,Spring Wheat,,2022-09-15,,23,94126.2509,,67,,,,,,,
202231 HILLSBORO FARMS,,2022,F19a W11,Winter Wheat,,2022-09-15,,18,96754.15794,,88.1,,,,,,,
