"Grower","Year","FieldName","Crop","Volume_bu","Area_ha","Mass_t","Yield_tha","Crop_monitor","Area_ha_monitor","Mass_t_monitor","Yield_tha_monitor","MassErr_t","YieldErr_tha","MassErr_perc","YieldErr_perc","badPerc","N"
"202221 ABERHART FARMS INC","2021","Gordon Home Half","Peas",9580,101.576088584062,260.722839102983,2.56695327618115,"Other",93.3179917895,214.708648546939,2.30082800143474,-46.0141905560438,-0.266125274746405,-17.6486995594079,-10.3673595158818,FALSE,1
"202221 ABERHART FARMS INC","2022","Gordon Home Half","Canola",10050,101.171402972173,237.028301886792,2.34283893396226,"Canola",83.7987554517,211.538812344551,2.52436699333175,-25.4894895422415,0.181528059369485,-10.7537746924481,7.74820909529965,FALSE,1
"202221 ABERHART FARMS INC","2021","Goudys Home North","Wheat",25717.08,212.577305069011,699.898758981058,3.34974961190943,"Spring Wheat",203.7268132774,695.337572034298,3.41308814901801,-4.56118694676024,0.0633385371085824,-0.651692389539397,1.8908439270623,FALSE,2
"202221 ABERHART FARMS INC","2021","Goudys Home North","Wheat",25511,203.152177168123,694.2902242543,3.41767266165905,"",NA,NA,NA,NA,NA,NA,NA,FALSE,2
"202221 ABERHART FARMS INC","2022","Goudys Home North","Canola",19411,190.202237587685,457.806603773585,2.40694646698113,"Canola",194.344746132,404.294335103027,2.08029464726784,-53.5122686705579,-0.326651819713292,-11.6888372141139,-13.5712124965949,FALSE,2
"202221 ABERHART FARMS INC","2022","Goudys Home North","Canola",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,FALSE,2
"202221 ABERHART FARMS INC","2021","Goudys Home South","Wheat",23026,173.20544188836,626.660134988025,3.61801203314827,"Spring Wheat",172.1416791523,658.918387586588,3.82776786442067,32.2582525985628,0.209755831272401,5.14764715313815,5.79754377129251,FALSE,1
"202221 ABERHART FARMS INC","2022","Goudys Home South","Canola",19702.8,170.372642605139,464.688679245283,2.72748413207547,"Canola",171.01326280342,395.052406064628,2.31006881915786,-69.6362731806551,-0.417415312917612,-14.9855755672279,-15.304041846065,FALSE,1
"202221 ABERHART FARMS INC","2021","Goudys North Section","Wheat",31462,257.380049161208,856.248639233616,3.3268844268452,"Spring Wheat",258.6720693386,866.739057755044,3.35072534105137,10.4904185214276,0.0238409142061706,1.22516031451064,0.716613838875622,FALSE,1
"202221 ABERHART FARMS INC","2022","Goudys North Section","Canola",24948,240.383253461883,588.396226415094,2.44774216981132,"Canola",240.39954549785,499.036162653681,2.07586150639434,-89.3600637614134,-0.371880663416981,-15.1870558901873,-15.1928037194231,FALSE,1
"202221 ABERHART FARMS INC","2021","Gravel Pile","Canola",10697,92.6730051225105,252.287735849057,2.72223897028302,"Canola",76.7026325696,173.401557165815,2.26069890115532,-78.8861786832416,-0.461540069127699,-31.2683366941147,-16.9544288420687,FALSE,1
"202221 ABERHART FARMS INC","2022","Gravel Pile","Wheat",12319.5,87.0074065560688,335.27922926192,3.85345618876551,"Winter Wheat",88.5899766495,304.993434373408,3.44275329905653,-30.2857948885123,-0.410702889708983,-9.03300659428952,-10.6580396815295,FALSE,1
"202221 ABERHART FARMS INC","2021","Gus","Wheat",6640,64.345012290302,180.7097757457,2.80838273024167,"Spring Wheat",62.6939712485,193.120915444934,3.08037458146431,12.411139699234,0.271991851222638,6.86799573958819,9.68499942311038,FALSE,1
"202221 ABERHART FARMS INC","2022","Gus","Canola",6436.8,60.2981561714151,151.811320754717,2.51767766037736,"Canola",59.3975423534,139.586667970765,2.35004113706019,-12.224652783952,-0.167636523317169,-8.05253041945632,-6.65837910688071,FALSE,1
"202221 ABERHART FARMS INC","2021","Harrowby Quarter","Barley",8561,46.5388453671996,186.514161220044,4.00752199912854,"Spring Barley/Other",45.2457085044,154.464587591845,3.41390581997017,-32.0495736281986,-0.59361617915837,-17.1834532126424,-14.8125494828838,FALSE,1
"202221 ABERHART FARMS INC","2022","Harrowby Quarter","Canola",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,FALSE,1
"202221 ABERHART FARMS INC","2021","Hay Plant","Canola",21246,192.225665647129,501.084905660377,2.60684541084906,"Canola",196.9788301292,392.757820278195,1.99390878715536,-108.327085382182,-0.612936623693697,-21.6185089908902,-23.5125804216393,FALSE,1
"202221 ABERHART FARMS INC","2022","Hay Plant","Barley",56246.2,188.58349514013,1225.40740740741,6.49795681481482,"Spring Barley",189.0076851232,1218.724078435,6.44801335797854,-6.68332897240748,-0.0499434568362753,-0.545396488711243,-0.768602473971638,FALSE,1
"202221 ABERHART FARMS INC","2021","Home Block","Peas",9894,128.285338968715,269.268451992162,2.09888948780753,"Other/Spring Barley",118.7787750334,195.421334448871,1.64525467108008,-73.847117543291,-0.453634816727453,-27.425090832936,-21.6130872712747,FALSE,1
"202221 ABERHART FARMS INC","2022","Home Block","Canola",15812,135.569679982712,372.924528301887,2.75079596226415,"Canola",122.9606644392,283.009088645278,2.30162296158717,-89.9154396566088,-0.449173000676981,-24.1108945196067,-16.3288374288318,FALSE,1
"202221 ABERHART FARMS INC","2021","Joe's","Canola",5711,65.5590691259681,134.693396226415,2.05435503537736,"Canola",66.841302284,114.594245122722,1.71442268787382,-20.0991511036931,-0.339932347503539,-14.9221503553946,-16.5469133450488,FALSE,1
"202221 ABERHART FARMS INC","2022","Joe's","Wheat",9168,64.7496979021907,249.510124101894,3.85345618876551,"Spring Wheat",64.28044298197,211.668348845636,3.29288877030619,-37.8417752562582,-0.560567418459323,-15.1664287741705,-14.5471335600913,FALSE,1
"202221 ABERHART FARMS INC","2021","Johnson Marchwell","Peas",5386,66.7731259616342,146.581754844328,2.1950577661659,"Other",64.3507508259,126.598627564523,1.96732168529058,-19.9831272798053,-0.227736080875325,-13.6327521123128,-10.3749470462962,FALSE,1
"202221 ABERHART FARMS INC","2022","Johnson Marchwell","Canola",8910,66.7731259616342,210.141509433962,3.1470970754717,"Canola",65.77024478725,177.644533621023,2.70098635326138,-32.4969758129393,-0.446110722210318,-15.4643296797826,-14.1753085943005,FALSE,1
"202221 ABERHART FARMS INC","2021","Jonnys","Barley",7577.64,63.7986867142523,165.090196078431,2.62017860958606,"Spring Barley",61.7699637376,163.608599531117,2.64867566097544,-1.48159654731438,0.0284970513893832,-0.897446718526218,1.0875995737514,FALSE,2
"202221 ABERHART FARMS INC","2021","Jonnys","Barley",7438,61.9168986189699,162.047930283224,2.61694847363834,"",NA,NA,NA,NA,NA,NA,NA,FALSE,2
"202221 ABERHART FARMS INC","2022","Jonnys","Canola",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,FALSE,1
"202221 ABERHART FARMS INC","2021","Kammameyer Half","Wheat",14527,125.047854073606,395.357065099064,3.16144808785108,"Winter Wheat/Spring Wheat",125.9729788318,412.556265009081,3.27495839849853,17.1991999100172,0.113510310647452,4.35029532245937,3.59045309279799,FALSE,1
"202221 ABERHART FARMS INC","2022","Kammameyer Half","Canola",13680,121.405683566608,322.641509433962,2.65754864150943,"Canola",119.50184282647,290.729223252383,2.43284301209107,-31.9122861815792,-0.224705629418364,-9.89094250072339,-8.45537221440041,FALSE,1
"202221 ABERHART FARMS INC","2021","Ken home","Peas",5419,55.4419288287508,147.479860657522,2.65975902732419,"Other",52.8723862124,105.803060447854,2.00110242845518,-41.6768002096683,-0.658656598869009,-28.2593162373879,-24.7637696536607,FALSE,1
"202221 ABERHART FARMS INC","2022","Ken home","Canola",5699.2,55.4419288287508,134.415094339623,2.42443033962264,"Canola",53.7645163549,117.535955852376,2.18612504716903,-16.8791384872466,-0.238305292453612,-12.5574724848971,-9.82933139216132,FALSE,1
"202221 ABERHART FARMS INC","2021","Kilman Sign","Wheat",6418.35,62.2244596840053,174.67749836708,2.88572085619421,"Spring Wheat",58.0731857622,173.736000066393,2.99167331335692,-0.941498300687357,0.105952457162712,-0.538992319840087,3.67161144277986,FALSE,2
"202221 ABERHART FARMS INC","2021","Kilman Sign","Wheat",6067,63.130955454636,165.115392989332,2.61537366808186,"",NA,NA,NA,NA,NA,NA,NA,FALSE,2
"202221 ABERHART FARMS INC","2022","Kilman Sign","Canola",6471.9,57.0606712763056,152.639150943396,2.67503251415094,"Canola",59.0292022323,141.25212296416,2.3929193962047,-11.3870279792362,-0.282113117946243,-7.46009651446431,-10.5461565963727,FALSE,1
"202221 ABERHART FARMS INC","2021","Lake Half","Wheat",14213,105.21825909106,386.811452209885,3.67658725723928,"Spring Wheat",93.4513569912,371.151900979869,3.97160525999445,-15.6595512300156,0.295018002755172,-4.04836804612463,8.0242350341142,FALSE,1
"202221 ABERHART FARMS INC","2022","Lake Half","Canola",12699,103.194831031616,299.504716981132,2.90232285849057,"Canola",102.47507312104,251.99908421233,2.45912568332279,-47.5056327688021,-0.443197175167776,-15.8613971918829,-15.2704298169733,FALSE,1
"202221 ABERHART FARMS INC","2021","Mac Home","Canola",5096,50.5857014860865,120.188679245283,2.37605829198113,"Canola",53.5059363558,92.7951300280338,1.73429597439378,-27.3935492172492,-0.641762317587352,-22.7921210127819,-27.009535908829,FALSE,1
"202221 ABERHART FARMS INC","2022","Mac Home","Wheat",8921.6,51.7997583217526,242.804267363379,4.68736293816678,"Winter Wheat",48.2166922348,200.204090861753,4.15217389626859,-42.6001765016261,-0.535189041898185,-17.5450691061665,-11.4177000790875,FALSE,1
"202221 ABERHART FARMS INC","2021","Mac L Field","Canola",22079,223.791143374447,520.731132075472,2.32710344858491,"Canola",230.1893128112,372.102141693074,1.61650485484645,-148.628990382398,-0.710598593738456,-28.5423669197593,-30.5357544019182,FALSE,1
"202221 ABERHART FARMS INC","2022","Mac L Field","Wheat",40567.8,220.958344091226,1104.06596995428,4.99671544197692,"Winter Wheat/Spring Wheat",217.22263699985,934.505703427639,4.3020640773654,-169.560266526639,-0.694651364611521,-15.3578020825749,-13.9021597823206,FALSE,1
"202221 ABERHART FARMS INC","2021","Mitschke Section","Wheat",27800,259.403477220652,756.586109296756,2.91665610657522,"Spring Wheat",250.2340080512,832.147075953578,3.32547555160174,75.5609666568221,0.408819445026517,9.98709409654054,14.0167174355896,FALSE,1
"202221 ABERHART FARMS INC","2022","Mitschke Section","Canola",28892,250.905079370989,681.415094339623,2.71582821698113,"Canola",249.01343742079,612.043142418717,2.45787194762694,-69.3719519209056,-0.257956269354192,-10.1805716511366,-9.49825426149125,FALSE,1
"202221 ABERHART FARMS INC","2021","Nerbas Quarter","Peas",3542,62.3215842308586,96.396690616155,1.54676251905073,"Other",55.1600024948,61.8653274871068,1.12156136129506,-34.5313631290482,-0.42520115775567,-35.8221458727766,-27.4897505285182,FALSE,1
"202221 ABERHART FARMS INC","2022","Nerbas Quarter","Canola",6338.4,61.5122130070812,149.490566037736,2.43025829716981,"Canola",59.18165053198,134.121011998241,2.26626007880206,-15.3695540394949,-0.163998218367752,-10.281286937943,-6.74818057647362,FALSE,1
"202221 ABERHART FARMS INC","2021","Orchard Quarter","Wheat",4041,56.6559856644169,109.977139124755,1.94085070868713,"Spring Wheat",45.3300360778,152.051210592822,3.35431479321693,42.0740714680669,1.4134640845298,38.2571067068214,72.827038071667,FALSE,1
"202221 ABERHART FARMS INC","2022","Orchard Quarter","Canola",6260.9,55.4419288287508,147.662735849057,2.6633765990566,"Canola",54.53271384131,130.007792833896,2.38403306338683,-17.6549430151606,-0.279343535669774,-11.9562616212175,-10.4883228218165,FALSE,1
"202221 ABERHART FARMS INC","2021","Philips Quarter","Peas",5167,63.9403266784133,140.621598084041,2.1990927988243,"Other",49.5193494432,66.3088413622152,1.33904912135958,-74.3127567218257,-0.860043677464718,-52.8459054187491,-39.109021589472,FALSE,1
"202221 ABERHART FARMS INC","2022","Philips Quarter","Canola",7797.6,61.5122130070812,183.905660377359,2.98974222169811,"Canola",61.9946943966,166.106608670646,2.6793681344408,-17.7990517067125,-0.310374087257313,-9.67835991028791,-10.3812992640224,FALSE,1
"202221 ABERHART FARMS INC","2021","Railway Field","Canola",1725,26.304564772765,40.6839622641509,1.54673993301887,"Canola",26.8683912473,30.3202583504487,1.12847315908784,-10.3637039137022,-0.418266773931028,-25.4736838226652,-27.0418293988616,FALSE,1
"202221 ABERHART FARMS INC","2022","Railway Field","Oats",7644,26.304564772765,117.962962962963,4.48450540740741,"Spring Oats",22.479169972,97.5749786554245,4.34068423242334,-20.3879843075385,-0.143821174984068,-17.2833775919478,-3.20706882740084,FALSE,1
"202221 ABERHART FARMS INC","2022","Railway Breaking","Canola",1562.1,16.5921100874364,36.8419811320755,2.2204518254717,"Canola",14.6186384948,30.0093247119877,2.05281255998377,-6.83265642008777,-0.167639265487928,-18.5458441976648,-7.54978169599857,FALSE,1
"202221 ABERHART FARMS INC","2021","Ron Home","Canola",6299,57.4653568881943,148.561320754717,2.58528196792453,"Canola",58.9230732595,117.599734731551,1.9958180764543,-30.961586023166,-0.589463891470229,-20.840946934152,-22.8007582454711,FALSE,1
"202221 ABERHART FARMS INC","2022","Ron Home","Barley",14350.5,54.6325576049734,312.647058823529,5.72272418736384,"Spring Barley",55.034954013,293.232432803549,5.32811261610727,-19.4146260199805,-0.394611571256565,-6.20975808729384,-6.89551965701744,FALSE,1
"202221 ABERHART FARMS INC","2021","Ron North Half","Canola",10591,89.4355202274009,249.787735849057,2.79275725660377,"Canola",92.3706216028,207.161037720207,2.24271563973028,-42.6266981288496,-0.550041616873494,-17.065168545588,-19.6952891474138,FALSE,1
"202221 ABERHART FARMS INC","2022","Ron North Half","Barley",21534.3,86.1980353322914,469.156862745098,5.44277907189542,"Spring Barley",85.19879500285,427.18019873937,5.01392301059047,-41.976664005728,-0.428856061304955,-8.94725567054846,-7.87935824034113,FALSE,1
"202221 ABERHART FARMS INC","2021","Russin L Field","Canola",16196,188.178809528242,381.981132075472,2.02987761367925,"Canola",197.6275881,296.196167129445,1.49875920653127,-85.7849649460267,-0.531118407147976,-22.4579063578139,-26.1650457923569,FALSE,1
"202221 ABERHART FARMS INC","2022","Russin L Field","Wheat",35572.5,188.178809528242,968.117243631613,5.14466663945134,"Winter Wheat",187.16768076265,894.338845849391,4.77827604747379,-73.7783977822223,-0.366390591977549,-7.62081227945738,-7.1217557454145,FALSE,1
"202221 ABERHART FARMS INC","2021","Russin South Half","Canola",11271,123.024426014162,265.825471698113,2.16100665849057,"Canola",126.005517719,197.502268359613,1.56740968121773,-68.3232033385002,-0.593596977272836,-25.7022786048479,-27.4685399482969,FALSE,1
"202221 ABERHART FARMS INC","2022","Russin South Half","Wheat",23462.4,114.121342552611,638.536903984324,5.59524528630525,"Spring Oats/Winter Wheat/Spring Wheat",116.84422248829,555.771831357818,4.7565195738584,-82.765072626506,-0.838725712446847,-12.9616741193925,-14.9899721912047,FALSE,1
"202221 ABERHART FARMS INC","2021","Town Half","Wheat",12198,105.21825909106,331.972566949706,3.15539553886349,"Spring Wheat",102.564649133,365.326350835047,3.56191293904114,33.3537838853409,0.406517400177652,10.0471506401293,12.8832469708083,FALSE,1
"202221 ABERHART FARMS INC","2022","Town Half","Canola",11865.7,102.385459807839,279.85141509434,2.73331208962264,"Canola",98.6123330697,244.280242658624,2.47717739814517,-35.5711724357157,-0.256134691477472,-12.7107352391713,-9.37085422663292,FALSE,1
"202221 ABERHART FARMS INC","2021","Waynes Quarter","Wheat",12041,65.5590691259681,327.699760505117,4.99873295830612,"Spring Wheat",46.1718948548,184.381231235323,3.99336505064735,-143.318529269793,-1.00536790765877,-43.7347067476895,-20.1124548169392,FALSE,1
"202221 ABERHART FARMS INC","2022","Waynes Quarter","Canola",6645,60.7028417833038,156.721698113208,2.58178519339623,"Canola",61.1180719005,136.58590219693,2.2347874851041,-20.1357959162776,-0.346997708292127,-12.8481226012065,-13.4402238102414,FALSE,1
"202221 ABERHART FARMS INC","2021","West of 482","Wheat",16021.66,131.195028518195,436.03472675811,3.38135736773351,"Spring Wheat",125.2868177375,433.68279464918,3.46151975507773,-2.35193210893016,0.0801623873442221,-0.539391008238408,2.37071621323345,FALSE,2
"202221 ABERHART FARMS INC","2021","West of 482","Wheat",15273,127.071282133049,415.659699542783,3.27106647507076,"",NA,NA,NA,NA,NA,NA,NA,FALSE,2
"202221 ABERHART FARMS INC","2022","West of 482","Canola",15665.1,122.619740402274,369.459905660377,3.01305405188679,"Canola",122.6877955905,325.332450620143,2.65170996882215,-44.1274550402344,-0.361344083064643,-11.9437736988972,-11.9926186799857,FALSE,1
"202221 ABERHART FARMS INC","2021","West of Kilman Sign","Wheat",10401,97.1245468532861,283.066623122142,2.91463859024603,"Spring Wheat",96.305758024,309.976936051572,3.21867500356857,26.9103129294296,0.304036413322543,9.50670645398482,10.4313589458403,FALSE,1
"202221 ABERHART FARMS INC","2022","West of Kilman Sign","Canola",11425.7,89.4355202274009,269.474056603774,3.01305405188679,"Canola",88.8034129412,251.101868143457,2.8276150637332,-18.3721884603166,-0.185438988153593,-6.8177948897435,-6.15451913441346,FALSE,1
"202221 ABERHART FARMS INC","2021","West Place","Canola",5359.37,66.8581099401308,126.400235849057,1.92264319481132,"Canola",63.6569274758,121.355304496654,1.90639588350834,-5.0449313524026,-0.0162473113029811,-3.99123571132186,-0.845050779407643,FALSE,2
"202221 ABERHART FARMS INC","2021","West Place","Canola",6350,61.5122130070812,149.764150943396,2.43492066320755,"",NA,NA,NA,NA,NA,NA,NA,FALSE,2
"202221 ABERHART FARMS INC","2022","West Place ","Wheat",8947.4,62.3215842308586,243.506422817331,3.90725662421076,"Spring Wheat",60.4024706081,215.737955230072,3.57167435467684,-27.7684675872587,-0.335582269533916,-11.4035873329261,-8.58869283001603,FALSE,1
"202231 HILLSBORO FARMS","2018","F1 S S11","Wheat",12443.6091472978,121.405683566608,338.65690037279,2.78944598193199,"Wheat - Sft Rd Wtr",60.663583387,381.156256555078,6.28311476629253,42.4993561822882,3.49366878436054,12.5493843874155,125.245973823834,TRUE,1
"202231 HILLSBORO FARMS","2018","F10 SW05","Peas",4508.77661655269,41.2779324126466,122.707833021791,2.96574900391901,"Other",24.366718547,74.4652139768784,3.05602142665396,-48.2426190449126,0.0902724227349525,-39.3150281093673,3.04383218592216,FALSE,1
"202231 HILLSBORO FARMS","2018","F12 W21","Canola",12170.7338383243,128.285338968715,287.045609394441,2.32535506132075,"Canola",127.9958033426,301.62937547814,2.35655675890235,14.5837660836993,0.0312016975815954,5.08064419256078,1.34180358520705,FALSE,1
"202231 HILLSBORO FARMS","2018","F14 SE31","Canola",4012.30654013861,64.345012290302,94.6298712296842,1.52692487735849,"Canola",33.9647665216,68.720405721595,2.02328509097485,-25.9094655080892,0.496360213616359,-27.3797957995759,32.507179690139,FALSE,1
"202231 HILLSBORO FARMS","2018","F15 NE24","Wheat",9453.8141514508,62.7262698427473,257.288649887078,4.10228320269976,"Wheat - Sft Rd Wtr",62.3376006182,288.787495493473,4.63263732690345,31.4988456063948,0.530354124203689,12.2426098548146,12.9282669673965,FALSE,1
"202231 HILLSBORO FARMS","2018","F16 NW24","Peas",6964.30130712692,58.6794137238603,189.535742083794,3.22802612671457,"Other",57.214482426,188.059921984136,3.28692865879489,-1.47582009965794,0.058902532080324,-0.778650023173717,1.82472290397086,FALSE,1
"202231 HILLSBORO FARMS","2018","F17 SE26","Canola",3956.08421664475,61.9168986189699,93.3038730340743,1.56772058018868,"Canola",60.474390411,95.1387194284068,1.57320675383115,1.8348463943325,0.00548617364247073,1.9665275777592,0.3499458839668,FALSE,1
"202231 HILLSBORO FARMS","2018","F18 Sec 04","Canola",15740.8937801266,252.523821818544,371.247494814306,1.52692487735849,"Canola",168.2952041536,282.759444510486,1.68013964469491,-88.4880503038201,0.153214767336419,-23.8353259051838,10.0342046690256,FALSE,1
"202231 HILLSBORO FARMS","2018","F19a W11","Peas",1293.31355208643,18.6155381468798,35.1979521033755,1.90991545830612,"Other",16.1134592144,32.4642655010674,2.01472974046785,-2.7336866023081,0.104814282161732,-7.76660697269923,5.48790166108664,FALSE,1
"202231 HILLSBORO FARMS","2018","F19b W11","Canola",5770.92894704265,47.7529022028657,136.106814788742,1.85911845754717,"Canola",75.1993474102,139.633023637722,1.85683823658797,3.52620884898036,-0.00228022095919966,2.59076582936245,-0.122650654666087,FALSE,1
"202231 HILLSBORO FARMS","2018","F19d E11","Wheat",19584.8927892945,125.452539685495,533.009274692317,4.17625880143697,"Wheat - Sft Rd Wtr/Other",123.5654705736,623.500366316926,5.04591099295452,90.4910916246091,0.869652191517551,16.9773953139644,20.823714067201,FALSE,1
"202231 HILLSBORO FARMS","2018","F2 N S11","Wheat",12947.1121889219,64.345012290302,352.359900634713,5.47606706539965,"Wheat - Sft Rd Wtr",63.9073608282,401.043358811053,6.27538602148138,48.6834581763404,0.799318956081731,13.8164013807036,14.5965881450248,FALSE,1
"202231 HILLSBORO FARMS","2018","F21 SE08","Canola",3767.91327270377,63.5356410665246,88.8658790732021,1.45698938679245,"Canola",29.080685632,56.5348628728376,1.94406911818569,-32.3310162003645,0.487079731393237,-36.3818110365309,33.4305613897118,FALSE,1
"202231 HILLSBORO FARMS","2018","F22 N13","Wheat",20119.1865662389,111.28854326939,547.55025490526,4.92273984323971,"Wheat - Sft Rd Wtr",110.5612369544,608.779299898821,5.50626346691388,61.2290449935606,0.583523623674166,11.1823607869847,11.8536352164843,FALSE,1
"202231 HILLSBORO FARMS","2018","F25 Wieben","Wheat",59618.0877049744,380.404475175371,1622.52579210142,4.26368450903549,"Wheat - Sft Rd Wtr",373.9696195974,1785.08774395992,4.77334962631903,162.561951858504,0.509665117283541,10.0190673485666,11.9536310954404,FALSE,1
"202231 HILLSBORO FARMS","2018","F26 NW24","Canola",1664.91853441427,32.7795345629841,39.2669465663744,1.24718291509434,"Canola",19.077952405,21.7294931602338,1.13898455656797,-17.5374534061406,-0.10819835852637,-44.6621266476536,-8.67542019834239,FALSE,1
"202231 HILLSBORO FARMS","2018","F5 NE05","Canola",2736.62144002973,48.9669590385317,64.5429584912672,1.37070729411056,"Canola",16.7401698962,26.7613833047114,1.59863271822505,-37.7815751865558,0.227925424114492,-58.5370984995485,16.6283075237001,FALSE,1
"202231 HILLSBORO FARMS","2018","F6a NW31","Canola",9768.18350766367,100.362031748396,230.381686501502,2.38946259433962,"Canola",100.1685912058,289.439386738355,2.88952238674987,59.0577002368533,0.500059792410247,25.6347199873756,20.9277095860314,FALSE,1
"202231 HILLSBORO FARMS","2018","F7 N32","Peas",20127.5652956643,125.452539685495,547.778284772054,4.37128537992597,"Other",121.4442577522,553.705375383722,4.55933763878343,5.92709061166806,0.188052258857455,1.08202365380995,4.30198997578694,FALSE,1
"202231 HILLSBORO FARMS","2018","F8 N33","Wheat",12006.195894224,110.479172045613,326.752555362073,2.95902394948835,"Spring Wheat",53.7851298078,186.681252814087,3.47087110287153,-140.071302547986,0.511847153383178,-42.8676991960396,17.2978374666985,FALSE,1
"202231 HILLSBORO FARMS","2018","F9 SE06","Peas",2999.00445501853,30.3514208916519,81.6188889347521,2.68329671783148,"Other",19.8594163624,54.815359432431,2.76016970650826,-26.8035295023211,0.0768729886767776,-32.8398607873092,2.86487096883206,FALSE,1
"202231 HILLSBORO FARMS","2019","F1 S S11","Peas",6651.9042442302,59.4887849476377,181.033753653119,3.03299954822556,"Other",56.1014283516,124.354024993438,2.21659285061485,-56.6797286596809,-0.816406697610711,-31.3089285925572,-26.9174684872058,FALSE,1
"202231 HILLSBORO FARMS","2019","F10 SW05","Wheat",7682.16785826939,64.345012290302,209.072715498296,3.24820129000653,"Spring Wheat",39.9023111914,179.88793834495,4.50820849654745,-29.1847771533461,1.26000720654092,-13.9591515247641,38.7909213144357,FALSE,1
"202231 HILLSBORO FARMS","2019","F12 W21","Wheat",19935.6872799408,127.475967744938,542.55626170098,4.25695945460483,"Wheat - Sft Rd Wtr",29.944565485,159.523782868658,5.32730331146623,-383.032478832322,1.0703438568614,-70.5977436573063,25.1433885681854,FALSE,1
"202231 HILLSBORO FARMS","2019","F14 SE31","Wheat",6406.19745058278,54.2278719930847,174.346762752634,3.2078509634226,"",NA,NA,NA,NA,NA,NA,NA,FALSE,2
"202231 HILLSBORO FARMS","2019","F14 SE31","Wheat",784.961003841763,8.90308346155122,21.3629709297236,2.40084443174396,"",NA,NA,NA,NA,NA,NA,NA,FALSE,2
"202231 HILLSBORO FARMS","2019","F15 NE24","Canola",6016.72141257349,63.9403266784133,141.903806900318,2.30787118867925,"Canola",62.170516756,221.519189932094,3.56309069782206,79.6153830317759,1.25521950914281,56.1051777051356,54.3886294564453,FALSE,1
"202231 HILLSBORO FARMS","2019","F17 SE26","Wheat",8707.14034350864,62.3215842308586,236.967677539425,3.79965575332027,"Wheat - Sft Rd Wtr/Spring Wheat/Other",38.3147770348,203.375298605288,5.30801206074015,-33.5923789341371,1.50835630741988,-14.1759328879561,39.6971832540836,FALSE,1
"202231 HILLSBORO FARMS","2019","F18 Sec 04","Wheat",37270.5275470589,252.523821818544,1014.32961972183,4.01485749510124,"Wheat - Sft Rd Wtr",171.4463718238,863.48370416104,5.03646530967984,-150.84591556079,1.0216078145786,-14.8714887772042,25.4456805957651,FALSE,1
"202231 HILLSBORO FARMS","2019","F19a W11","Canola",3349.04424269183,37.2310762937597,78.9868925163168,2.20879591037736,"Canola",37.1000746244,124.236038151996,3.34867353798496,45.2491456356792,1.1398776276076,57.2869044396597,51.6062902078111,FALSE,1
"202231 HILLSBORO FARMS","2019","F19b W11","Wheat",NA,NA,NA,NA,"Wheat - Sft Rd Wtr/Spring Wheat",28.6383937646,119.687368238204,4.17926260886007,NA,NA,NA,NA,FALSE,1
"202231 HILLSBORO FARMS","2019","F19d E11","Canola",11642.684956882,125.452539685495,274.591626341556,2.2787314009434,"Canola",124.165035659,372.737838926164,3.00195491386021,98.1462125846081,0.723223512916814,35.7426094496149,31.7379886289976,FALSE,1
"202231 HILLSBORO FARMS","2019","F2 N S11","Peas",6973.26683092683,63.9403266784133,189.779741751764,2.96574900391901,"Other",56.1690941968,145.955412066452,2.59850037024039,-43.8243296853124,-0.367248633678618,-23.0922064076973,-12.3829977922382,FALSE,1
"202231 HILLSBORO FARMS","2019","F21 SE08","Wheat",7497.27230187133,61.1075273951925,204.040722345725,3.34907710646636,"Wheat - Sft Rd Wtr",1.993099132,12.032249507436,6.03695486805119,-192.008472838289,2.68787776158483,-94.1030156288858,80.2572671854913,FALSE,1
"202231 HILLSBORO FARMS","2019","F22 N13","Peas",17126.7592782703,111.693228881279,466.110365726929,4.17625880143697,"Other",107.2181023432,302.662476927659,2.82286731730106,-163.44788879927,-1.35339148413591,-35.0663492635189,-32.4067915443898,FALSE,1
"202231 HILLSBORO FARMS","2019","F25 Wieben","Peas",22243.8319870666,296.634553514411,605.373176221059,2.03769149248857,"Other",40.0496303788,118.977354887845,2.97074788862034,-486.395821333214,0.93305639613177,-80.3464442163524,45.7898754336093,FALSE,1
"202231 HILLSBORO FARMS","2019","F26 NW24","Wheat",2336.03336517549,19.8295949825459,63.5759134872493,3.2078509634226,"",NA,NA,NA,NA,NA,NA,NA,FALSE,1
"202231 HILLSBORO FARMS","2019","F5 NE05","Wheat",6786.09314962879,48.562273426643,184.685748683562,3.79293069888961,"Wheat - Sft Rd Wtr",44.9867593742,195.2705410566,4.34062252478198,10.5847923730382,0.547691825892366,5.73124480285378,14.4398057695255,FALSE,1
"202231 HILLSBORO FARMS","2019","F6a NW31","Peas",9368.0537721517,100.362031748396,254.954653063131,2.54207057478772,"Other",95.7837311516,185.573853583062,1.93742560821052,-69.3807994800694,-0.6046449665772,-27.2129959765392,-23.7855302907038,FALSE,1
"202231 HILLSBORO FARMS","2019","F7 N32","Canola",11240.4791041951,126.666596521161,265.105639249885,2.17382816509434,"Canola",122.0967502728,398.111928881859,3.26062674061644,133.006289631974,1.0867985755221,50.1710525692,49.994686469385,FALSE,1
